0.02096859s, 0.00698537s, 0.00035523s, 0.01362800s, 364.63MB
0.01817429s, 0.00447701s, 0.00012351s, 0.01357378s, 364.63MB
0.01901982s, 0.00624890s, 0.00010879s, 0.01266213s, 364.63MB
0.02381395s, 0.00851201s, 0.00020551s, 0.01509642s, 364.63MB
0.01812764s, 0.00465687s, 0.00022786s, 0.01324292s, 364.63MB
0.02075146s, 0.00873158s, 0.00009770s, 0.01192217s, 364.63MB
0.02537952s, 0.00797539s, 0.00023998s, 0.01716415s, 364.63MB
0.02483018s, 0.00818754s, 0.00022170s, 0.01642094s, 364.63MB
0.02160167s, 0.00870178s, 0.00012184s, 0.01277805s, 364.63MB
0.02385517s, 0.00859297s, 0.00011063s, 0.01515157s, 364.63MB
0.02187541s, 0.00872188s, 0.00010285s, 0.01305067s, 364.63MB
0.01967704s, 0.00448029s, 0.00020238s, 0.01499436s, 364.63MB
0.02306125s, 0.00939639s, 0.00022982s, 0.01343505s, 364.63MB
0.02148857s, 0.00865129s, 0.00010318s, 0.01273409s, 364.63MB
0.02491284s, 0.00807419s, 0.00021806s, 0.01662059s, 364.63MB
0.02247423s, 0.00882727s, 0.00011391s, 0.01353305s, 364.63MB
0.02405593s, 0.00824496s, 0.00028756s, 0.01552341s, 364.63MB
0.02157667s, 0.00739690s, 0.00009259s, 0.01408718s, 364.63MB
0.02273660s, 0.00639268s, 0.00023879s, 0.01610514s, 364.63MB
0.02303773s, 0.00557137s, 0.00022055s, 0.01724581s, 364.63MB
0.02207588s, 0.00735866s, 0.00020469s, 0.01451252s, 364.63MB
0.02110786s, 0.00643896s, 0.00021450s, 0.01445439s, 364.63MB
0.02692516s, 0.00751039s, 0.00024099s, 0.01917379s, 364.63MB
0.02254415s, 0.00718765s, 0.00010935s, 0.01524715s, 364.63MB
0.02651796s, 0.00867710s, 0.00021402s, 0.01762684s, 364.63MB
0.02470283s, 0.00884537s, 0.00013346s, 0.01572400s, 364.63MB
0.02789709s, 0.00868802s, 0.00022060s, 0.01898847s, 364.63MB
0.02406534s, 0.00831112s, 0.00010005s, 0.01565417s, 364.63MB
0.02615688s, 0.00827932s, 0.00021425s, 0.01766331s, 364.63MB
0.02004938s, 0.00521170s, 0.00011562s, 0.01472206s, 364.63MB
0.02299068s, 0.00789751s, 0.00020918s, 0.01488399s, 364.63MB
0.02166499s, 0.00870597s, 0.00010374s, 0.01285528s, 364.63MB
0.02481322s, 0.00830677s, 0.00022430s, 0.01628215s, 364.63MB
0.02426031s, 0.00839659s, 0.00020606s, 0.01565765s, 364.63MB
0.02289222s, 0.00719447s, 0.00014834s, 0.01554941s, 364.63MB
0.02389327s, 0.00862909s, 0.00010293s, 0.01516125s, 364.63MB
0.02360817s, 0.00894646s, 0.00024744s, 0.01441426s, 364.63MB
0.02368417s, 0.00915820s, 0.00012571s, 0.01440025s, 364.63MB
0.02348488s, 0.00919402s, 0.00025081s, 0.01404006s, 364.63MB
0.02403724s, 0.00801643s, 0.00014361s, 0.01587720s, 364.63MB
0.01654057s, 0.00369210s, 0.00010601s, 0.01274246s, 364.63MB
0.02151178s, 0.00489083s, 0.00022193s, 0.01639901s, 364.63MB
0.02480374s, 0.00844987s, 0.00023101s, 0.01612286s, 364.63MB
0.02235513s, 0.00837547s, 0.00022498s, 0.01375467s, 364.63MB
0.02196112s, 0.00586086s, 0.00019054s, 0.01590973s, 364.63MB
0.02261409s, 0.00825732s, 0.00028096s, 0.01407581s, 364.63MB
0.01950957s, 0.00454456s, 0.00015822s, 0.01480680s, 364.63MB
0.02401194s, 0.00670068s, 0.00022991s, 0.01708135s, 364.63MB
0.01801190s, 0.00450202s, 0.00013947s, 0.01337041s, 364.63MB
0.02395904s, 0.00857802s, 0.00010738s, 0.01527364s, 364.63MB
0.02361617s, 0.00838253s, 0.00024213s, 0.01499151s, 364.63MB
0.01832873s, 0.00415294s, 0.00014470s, 0.01403109s, 364.63MB
0.02323165s, 0.00849753s, 0.00023446s, 0.01449966s, 364.63MB
0.01785916s, 0.00493312s, 0.00014927s, 0.01277676s, 364.63MB
0.02569805s, 0.00756977s, 0.00022161s, 0.01790667s, 364.63MB
0.04724981s, 0.00836458s, 0.00024975s, 0.03863549s, 364.63MB
0.02328241s, 0.00426765s, 0.00013055s, 0.01888420s, 364.63MB
0.02209914s, 0.00829408s, 0.00022368s, 0.01358138s, 364.63MB
0.02433783s, 0.00912605s, 0.00026388s, 0.01494790s, 364.63MB
0.02108571s, 0.00847043s, 0.00027270s, 0.01234258s, 364.63MB
0.02326562s, 0.00842476s, 0.00023197s, 0.01460888s, 364.63MB
0.02561423s, 0.00862715s, 0.00022334s, 0.01676375s, 364.63MB
0.02303225s, 0.00900842s, 0.00020513s, 0.01381869s, 364.63MB
0.02187918s, 0.00924362s, 0.00024229s, 0.01239326s, 364.63MB
0.02382535s, 0.00488375s, 0.00012923s, 0.01881237s, 364.63MB
0.02133766s, 0.00869451s, 0.00014986s, 0.01249328s, 364.63MB
0.01949629s, 0.00702660s, 0.00023014s, 0.01223955s, 364.63MB
0.02022228s, 0.00727406s, 0.00024335s, 0.01270487s, 364.63MB
0.02207670s, 0.00930319s, 0.00033208s, 0.01244143s, 364.63MB
0.02326456s, 0.00873472s, 0.00020248s, 0.01432736s, 364.63MB
0.02414816s, 0.00898235s, 0.00025624s, 0.01490956s, 364.63MB
0.01993385s, 0.00826842s, 0.00022956s, 0.01143587s, 364.63MB
0.01971230s, 0.00833376s, 0.00011635s, 0.01126219s, 364.63MB
0.02076191s, 0.00859893s, 0.00009922s, 0.01206376s, 364.63MB
0.02187628s, 0.00853454s, 0.00020578s, 0.01313596s, 364.63MB
0.02111353s, 0.00800224s, 0.00018266s, 0.01292863s, 364.63MB
0.02085530s, 0.00567744s, 0.00011756s, 0.01506031s, 364.63MB
0.02431087s, 0.00859989s, 0.00012684s, 0.01558415s, 364.63MB
0.02601357s, 0.00859346s, 0.00024943s, 0.01717068s, 364.63MB
0.02032095s, 0.00816612s, 0.00010453s, 0.01205030s, 364.63MB
0.02180578s, 0.00907564s, 0.00013905s, 0.01259110s, 364.63MB
0.02192071s, 0.00733175s, 0.00015126s, 0.01443769s, 364.63MB
0.02117736s, 0.00872332s, 0.00009982s, 0.01235422s, 364.63MB
0.02843918s, 0.00866900s, 0.00030203s, 0.01946816s, 364.63MB
0.02238363s, 0.00860102s, 0.00010013s, 0.01368249s, 364.63MB
0.01909278s, 0.00550975s, 0.00014061s, 0.01344241s, 364.63MB
0.02489617s, 0.00873316s, 0.00025699s, 0.01590601s, 364.63MB
0.02396590s, 0.00848893s, 0.00021222s, 0.01526475s, 364.63MB
0.02534029s, 0.00808050s, 0.00020103s, 0.01705876s, 364.63MB
0.02512096s, 0.00793557s, 0.00018676s, 0.01699863s, 364.63MB
0.02289887s, 0.00641542s, 0.00028682s, 0.01619663s, 364.63MB
0.02485883s, 0.00869480s, 0.00021765s, 0.01594638s, 364.63MB
0.02432204s, 0.00755402s, 0.00020856s, 0.01655946s, 364.63MB
0.02241464s, 0.00770063s, 0.00010696s, 0.01460705s, 364.63MB
0.02758779s, 0.00861739s, 0.00021135s, 0.01875906s, 364.63MB
0.02138167s, 0.00471600s, 0.00026347s, 0.01640220s, 364.89MB
0.05339905s, 0.00682151s, 0.00012934s, 0.04644820s, 364.89MB
0.01892521s, 0.00543664s, 0.00013080s, 0.01335777s, 365.40MB
0.02262813s, 0.00920112s, 0.00020585s, 0.01322117s, 365.40MB
0.02212699s, 0.00814325s, 0.00011900s, 0.01386474s, 365.40MB
0.02479136s, 0.00875073s, 0.00023109s, 0.01580954s, 365.40MB
0.02712013s, 0.00827473s, 0.00020364s, 0.01864176s, 365.40MB
0.02303976s, 0.00826243s, 0.00021721s, 0.01456012s, 365.40MB
0.02214226s, 0.00604599s, 0.00012526s, 0.01597101s, 365.40MB
0.02383915s, 0.00800968s, 0.00025673s, 0.01557274s, 365.40MB
0.02739881s, 0.00712011s, 0.00019738s, 0.02008133s, 365.40MB
0.02702783s, 0.00820570s, 0.00019592s, 0.01862621s, 365.40MB
0.02200301s, 0.00678127s, 0.00011423s, 0.01510751s, 365.40MB
0.02187155s, 0.00460648s, 0.00015170s, 0.01711336s, 365.40MB
0.02926405s, 0.00886376s, 0.00025124s, 0.02014905s, 365.40MB
0.02924542s, 0.00850998s, 0.00032231s, 0.02041313s, 365.40MB
0.02527162s, 0.00672186s, 0.00021531s, 0.01833444s, 365.40MB
0.02416800s, 0.00935542s, 0.00020678s, 0.01460580s, 365.40MB
0.01989120s, 0.00422672s, 0.00011612s, 0.01554836s, 365.40MB
0.02449407s, 0.00642172s, 0.00020550s, 0.01786685s, 365.40MB
0.02437907s, 0.00830213s, 0.00020461s, 0.01587233s, 365.40MB
0.02390201s, 0.00678591s, 0.00012246s, 0.01699364s, 365.40MB
0.01774375s, 0.00622334s, 0.00012251s, 0.01139790s, 365.40MB
0.01914327s, 0.00414282s, 0.00011205s, 0.01488840s, 365.40MB
0.02420686s, 0.00824895s, 0.00010059s, 0.01585732s, 365.40MB
0.01915377s, 0.00515401s, 0.00026322s, 0.01373654s, 365.40MB
0.02561473s, 0.00874667s, 0.00023160s, 0.01663646s, 365.40MB
0.02145718s, 0.00894950s, 0.00023622s, 0.01227146s, 365.40MB
0.02328098s, 0.00634595s, 0.00021851s, 0.01671652s, 365.40MB
0.01948662s, 0.00418827s, 0.00012962s, 0.01516873s, 365.40MB
0.01806385s, 0.00537349s, 0.00015452s, 0.01253584s, 365.40MB
0.01696368s, 0.00398310s, 0.00011460s, 0.01286597s, 365.40MB
0.02001111s, 0.00679900s, 0.00015207s, 0.01306004s, 365.40MB
0.02550860s, 0.00807911s, 0.00024614s, 0.01718335s, 365.40MB
0.01918675s, 0.00494566s, 0.00014366s, 0.01409744s, 365.40MB
0.02360869s, 0.00611618s, 0.00014196s, 0.01735055s, 365.40MB
0.01732645s, 0.00426656s, 0.00013152s, 0.01292838s, 365.40MB
0.02517415s, 0.00696456s, 0.00015300s, 0.01805660s, 365.40MB
0.02272086s, 0.00762315s, 0.00024895s, 0.01484876s, 365.40MB
0.02254283s, 0.00493550s, 0.00017227s, 0.01743506s, 365.40MB
0.02486816s, 0.00649533s, 0.00030471s, 0.01806812s, 365.40MB
0.02017415s, 0.00593485s, 0.00013581s, 0.01410349s, 365.40MB
0.02349477s, 0.00670472s, 0.00016218s, 0.01662787s, 365.40MB
0.02207843s, 0.00743170s, 0.00013876s, 0.01450798s, 365.40MB
0.02252708s, 0.00835114s, 0.00018497s, 0.01399098s, 365.40MB
0.02247970s, 0.00827750s, 0.00013598s, 0.01406622s, 365.40MB
0.02099909s, 0.00860095s, 0.00011138s, 0.01228677s, 367.46MB
0.01773187s, 0.00549010s, 0.00012335s, 0.01211842s, 367.46MB
0.02116342s, 0.00805953s, 0.00012235s, 0.01298155s, 367.46MB
0.02020216s, 0.00838124s, 0.00011554s, 0.01170539s, 367.46MB
0.01886332s, 0.00679679s, 0.00012890s, 0.01193762s, 367.46MB
0.02048543s, 0.00813315s, 0.00020692s, 0.01214536s, 367.46MB
0.02050393s, 0.00771441s, 0.00009513s, 0.01269439s, 367.46MB
0.02014219s, 0.00814472s, 0.00019125s, 0.01180622s, 367.46MB
0.02366976s, 0.00849593s, 0.00021113s, 0.01496271s, 367.46MB
0.02710771s, 0.00859520s, 0.00024722s, 0.01826529s, 367.46MB
0.02691533s, 0.00850337s, 0.00019939s, 0.01821257s, 367.46MB
0.02310459s, 0.00840417s, 0.00009553s, 0.01460489s, 367.46MB
0.02364172s, 0.00835667s, 0.00016857s, 0.01511647s, 367.46MB
0.01864645s, 0.00567594s, 0.00019963s, 0.01277087s, 367.46MB
0.02557046s, 0.00735353s, 0.00026382s, 0.01795310s, 367.46MB
0.02526220s, 0.00851253s, 0.00020247s, 0.01654720s, 367.46MB
0.02099276s, 0.00853856s, 0.00011769s, 0.01233651s, 367.46MB
0.02074616s, 0.00562155s, 0.00011834s, 0.01500627s, 367.46MB
0.02233006s, 0.00602081s, 0.00030493s, 0.01600432s, 367.46MB
0.02341246s, 0.00852042s, 0.00022855s, 0.01466350s, 367.46MB
0.02538479s, 0.00732549s, 0.00025146s, 0.01780784s, 367.46MB
0.02407441s, 0.00844795s, 0.00033187s, 0.01529459s, 367.46MB
0.02287505s, 0.00843253s, 0.00020446s, 0.01423806s, 367.46MB
0.02100525s, 0.00817348s, 0.00032990s, 0.01250187s, 367.46MB
0.02678132s, 0.00898990s, 0.00019176s, 0.01759966s, 367.46MB
0.02122521s, 0.00819121s, 0.00011744s, 0.01291656s, 367.46MB
0.02554306s, 0.00871231s, 0.00019605s, 0.01663470s, 367.46MB
0.02508731s, 0.00870239s, 0.00024321s, 0.01614171s, 367.46MB
0.02815304s, 0.00802254s, 0.00021132s, 0.01991918s, 367.46MB
0.02515264s, 0.00914457s, 0.00026290s, 0.01574517s, 367.46MB
0.02025386s, 0.00582761s, 0.00011408s, 0.01431217s, 367.46MB
0.02091773s, 0.00805255s, 0.00021042s, 0.01265476s, 367.46MB
0.02511844s, 0.00857283s, 0.00018590s, 0.01635972s, 367.46MB
0.02767192s, 0.00855000s, 0.00022133s, 0.01890059s, 367.46MB
0.02205199s, 0.00822873s, 0.00020803s, 0.01361522s, 367.46MB
0.02618101s, 0.00883428s, 0.00026508s, 0.01708166s, 367.46MB
0.02208066s, 0.00794066s, 0.00020562s, 0.01393437s, 367.46MB
0.02475830s, 0.00658338s, 0.00025213s, 0.01792279s, 367.46MB
0.02100240s, 0.00821148s, 0.00012772s, 0.01266320s, 367.46MB
0.01964913s, 0.00710524s, 0.00011655s, 0.01242734s, 367.46MB
0.02174374s, 0.00792357s, 0.00018984s, 0.01363033s, 367.46MB
0.02321232s, 0.00791116s, 0.00021214s, 0.01508902s, 367.46MB
0.02231776s, 0.00866701s, 0.00012320s, 0.01352755s, 367.46MB
0.01682307s, 0.00414382s, 0.00016700s, 0.01251224s, 367.46MB
0.02950999s, 0.00859060s, 0.00019929s, 0.02072010s, 367.46MB
0.02416871s, 0.00854760s, 0.00023229s, 0.01538881s, 367.46MB
0.02493638s, 0.00843475s, 0.00020185s, 0.01629979s, 367.46MB
0.02137351s, 0.00787030s, 0.00032547s, 0.01317773s, 367.46MB
0.02377057s, 0.00956266s, 0.00021402s, 0.01399389s, 367.46MB
0.02402122s, 0.00903847s, 0.00025563s, 0.01472712s, 367.46MB
0.01932196s, 0.00473270s, 0.00011820s, 0.01447107s, 367.46MB
0.02161713s, 0.00869007s, 0.00010418s, 0.01282288s, 367.46MB
0.01889517s, 0.00443334s, 0.00012257s, 0.01433926s, 367.46MB
0.02265836s, 0.00868529s, 0.00012762s, 0.01384546s, 367.46MB
0.01686703s, 0.00337410s, 0.00012935s, 0.01336357s, 367.46MB
0.02017633s, 0.00368120s, 0.00011319s, 0.01638194s, 367.46MB
0.02170265s, 0.00861722s, 0.00010765s, 0.01297778s, 367.46MB
0.02492310s, 0.00873075s, 0.00012970s, 0.01606264s, 367.46MB
0.03091543s, 0.00873971s, 0.00021912s, 0.02195661s, 367.46MB
0.02280403s, 0.00608844s, 0.00011589s, 0.01659971s, 367.46MB
0.02778315s, 0.00846040s, 0.00027412s, 0.01904863s, 367.46MB
0.02522870s, 0.00874308s, 0.00010927s, 0.01637634s, 367.46MB
0.02437010s, 0.00867159s, 0.00019406s, 0.01550445s, 367.46MB
0.02382506s, 0.00600126s, 0.00011750s, 0.01770630s, 367.46MB
0.02401579s, 0.00835240s, 0.00020457s, 0.01545881s, 367.46MB
0.01848037s, 0.00460297s, 0.00014811s, 0.01372930s, 367.46MB
0.02421375s, 0.00844172s, 0.00019599s, 0.01557604s, 367.46MB
0.02821453s, 0.00859814s, 0.00022811s, 0.01938828s, 367.46MB
0.02519645s, 0.00451968s, 0.00012944s, 0.02054733s, 367.46MB
0.02577499s, 0.00820837s, 0.00017922s, 0.01738740s, 367.46MB
0.02426402s, 0.00779131s, 0.00021167s, 0.01626105s, 367.46MB
0.02006836s, 0.00480436s, 0.00011473s, 0.01514927s, 367.46MB
0.02504827s, 0.00841728s, 0.00020066s, 0.01643033s, 367.46MB
0.02499636s, 0.00879051s, 0.00014045s, 0.01606539s, 367.46MB
0.02599522s, 0.00813170s, 0.00012936s, 0.01773415s, 367.46MB
0.02077081s, 0.00495927s, 0.00025289s, 0.01555864s, 367.46MB
0.01756775s, 0.00420539s, 0.00013024s, 0.01323212s, 367.46MB
0.02108715s, 0.00819338s, 0.00023669s, 0.01265708s, 367.46MB
0.02128457s, 0.00553212s, 0.00014357s, 0.01560888s, 367.46MB
0.02111881s, 0.00686582s, 0.00013570s, 0.01411728s, 367.46MB
0.02111527s, 0.00838418s, 0.00010613s, 0.01262496s, 367.46MB
0.01928291s, 0.00427208s, 0.00014781s, 0.01486303s, 367.46MB
0.02225851s, 0.00876770s, 0.00032346s, 0.01316736s, 367.46MB
0.02374222s, 0.00477854s, 0.00023046s, 0.01873321s, 367.46MB
0.02619885s, 0.00891724s, 0.00013538s, 0.01714622s, 367.46MB
0.01744462s, 0.00346267s, 0.00011810s, 0.01386385s, 367.46MB
0.02008867s, 0.00378568s, 0.00013234s, 0.01617066s, 367.46MB
0.02620513s, 0.00843855s, 0.00026231s, 0.01750426s, 367.46MB
0.02875266s, 0.00876643s, 0.00024234s, 0.01974388s, 367.46MB
0.01821810s, 0.00453119s, 0.00013758s, 0.01354933s, 367.46MB
0.02182418s, 0.00837056s, 0.00012364s, 0.01332998s, 367.46MB
0.02237488s, 0.00920444s, 0.00012941s, 0.01304103s, 367.46MB
0.02647563s, 0.00871223s, 0.00041419s, 0.01734921s, 367.46MB
0.02257340s, 0.00810371s, 0.00034045s, 0.01412925s, 367.46MB
0.02606172s, 0.00794644s, 0.00030647s, 0.01780880s, 367.46MB
0.02303594s, 0.00865504s, 0.00021424s, 0.01416666s, 367.46MB
0.02453603s, 0.00871233s, 0.00024126s, 0.01558244s, 367.46MB
0.02310690s, 0.00834905s, 0.00027046s, 0.01448740s, 367.46MB
0.02157009s, 0.00912398s, 0.00012478s, 0.01232133s, 367.46MB
0.02073682s, 0.00880125s, 0.00022714s, 0.01170844s, 367.46MB
0.04638646s, 0.00857367s, 0.00022539s, 0.03758740s, 367.46MB
0.02485599s, 0.00859543s, 0.00019376s, 0.01606680s, 367.46MB
0.02214167s, 0.00915586s, 0.00021948s, 0.01276634s, 367.46MB
0.02145130s, 0.00696573s, 0.00024762s, 0.01423795s, 367.46MB
0.02292260s, 0.00826552s, 0.00024343s, 0.01441365s, 367.46MB
0.02507079s, 0.00870191s, 0.00020667s, 0.01616221s, 367.46MB
0.02297512s, 0.00904855s, 0.00024005s, 0.01368653s, 367.46MB
0.02321361s, 0.00875689s, 0.00026246s, 0.01419426s, 367.46MB
0.01967841s, 0.00448046s, 0.00014234s, 0.01505562s, 367.46MB
0.02174805s, 0.00879512s, 0.00010390s, 0.01284902s, 367.46MB
0.02606268s, 0.00824113s, 0.00019869s, 0.01762287s, 367.46MB
0.02546499s, 0.00813223s, 0.00016565s, 0.01716711s, 367.46MB
0.01867610s, 0.00736633s, 0.00011355s, 0.01119622s, 367.46MB
0.02364544s, 0.00701017s, 0.00018874s, 0.01644652s, 367.46MB
0.02368207s, 0.00821107s, 0.00022001s, 0.01525099s, 367.46MB
0.02705165s, 0.00874153s, 0.00031149s, 0.01799863s, 367.46MB
0.02080077s, 0.00825474s, 0.00025192s, 0.01229411s, 367.46MB
0.02044438s, 0.00788339s, 0.00019599s, 0.01236500s, 367.46MB
0.02254449s, 0.00811843s, 0.00020907s, 0.01421699s, 367.46MB
0.02618991s, 0.00846203s, 0.00020524s, 0.01752264s, 367.46MB
0.02147099s, 0.00821963s, 0.00020972s, 0.01304163s, 367.46MB
0.01632583s, 0.00382022s, 0.00011428s, 0.01239132s, 367.46MB
0.02342069s, 0.00857614s, 0.00021378s, 0.01463076s, 367.46MB
0.02284853s, 0.00829884s, 0.00022037s, 0.01432931s, 367.46MB
0.02391352s, 0.00838321s, 0.00032184s, 0.01520847s, 367.46MB
0.02080218s, 0.00900816s, 0.00013508s, 0.01165893s, 367.46MB
0.02267066s, 0.00818319s, 0.00021194s, 0.01427554s, 367.46MB
0.02674962s, 0.00842201s, 0.00018908s, 0.01813852s, 367.46MB
0.01767732s, 0.00605226s, 0.00011242s, 0.01151264s, 367.46MB
0.02491362s, 0.00844843s, 0.00021500s, 0.01625019s, 367.46MB
0.02318184s, 0.00865968s, 0.00021415s, 0.01430801s, 367.46MB
0.02170000s, 0.00789227s, 0.00010830s, 0.01369942s, 367.46MB
0.02759662s, 0.00925388s, 0.00026262s, 0.01808011s, 367.46MB
0.02161245s, 0.00866616s, 0.00020130s, 0.01274500s, 367.46MB
0.02491955s, 0.00984289s, 0.00025791s, 0.01481875s, 367.46MB
0.02242550s, 0.00789728s, 0.00021089s, 0.01431732s, 367.46MB
0.02584687s, 0.00876941s, 0.00019800s, 0.01687945s, 367.46MB
0.02335728s, 0.00833780s, 0.00026001s, 0.01475948s, 367.46MB
0.02145617s, 0.00789803s, 0.00019271s, 0.01336543s, 367.46MB
0.02573338s, 0.00799258s, 0.00022355s, 0.01751725s, 367.46MB
0.10391120s, 0.00756661s, 0.00035986s, 0.09598472s, 367.46MB
0.01723751s, 0.00363795s, 0.00008284s, 0.01351671s, 367.46MB
0.02110493s, 0.00426958s, 0.00010877s, 0.01672658s, 367.46MB
0.02660208s, 0.00936103s, 0.00020418s, 0.01703687s, 367.46MB
0.02428329s, 0.00631211s, 0.00021342s, 0.01775777s, 367.46MB
0.02373096s, 0.00754277s, 0.00015769s, 0.01603051s, 367.46MB
0.01642917s, 0.00354133s, 0.00013965s, 0.01274819s, 367.46MB
0.01915024s, 0.00482664s, 0.00012626s, 0.01419734s, 367.46MB
0.02551853s, 0.00861807s, 0.00019013s, 0.01671034s, 367.46MB
0.02220689s, 0.00879121s, 0.00020069s, 0.01321500s, 367.46MB
0.01965712s, 0.00561746s, 0.00014869s, 0.01389097s, 367.46MB
0.02312959s, 0.00854703s, 0.00033256s, 0.01425000s, 367.46MB
0.01821380s, 0.00470066s, 0.00013068s, 0.01338247s, 367.46MB
0.02263031s, 0.00599507s, 0.00030992s, 0.01632532s, 367.46MB
0.01741338s, 0.00535815s, 0.00016069s, 0.01189454s, 367.46MB
0.02056625s, 0.00642280s, 0.00027732s, 0.01386612s, 367.46MB
0.01791440s, 0.00577126s, 0.00015634s, 0.01198680s, 367.46MB
0.02154681s, 0.00863476s, 0.00010336s, 0.01280868s, 367.46MB
0.02343899s, 0.00773212s, 0.00016563s, 0.01554124s, 367.46MB
0.02221829s, 0.00656912s, 0.00023679s, 0.01541238s, 367.46MB
0.02039901s, 0.00541404s, 0.00014494s, 0.01484003s, 367.46MB
0.01604763s, 0.00364480s, 0.00010918s, 0.01229364s, 367.46MB
0.01771521s, 0.00354639s, 0.00011788s, 0.01405094s, 367.46MB
0.01673899s, 0.00413599s, 0.00011668s, 0.01248632s, 367.46MB
0.02088989s, 0.00662199s, 0.00028537s, 0.01398252s, 367.46MB
0.02086869s, 0.00836577s, 0.00011446s, 0.01238846s, 367.46MB
0.02112148s, 0.00628860s, 0.00028632s, 0.01454657s, 367.46MB
0.02091908s, 0.00768005s, 0.00034219s, 0.01289683s, 367.46MB
0.01940930s, 0.00737760s, 0.00012491s, 0.01190679s, 367.46MB
0.01760188s, 0.00342070s, 0.00012175s, 0.01405943s, 367.46MB
0.02463401s, 0.00823129s, 0.00022561s, 0.01617711s, 367.46MB
0.02031726s, 0.00439293s, 0.00015306s, 0.01577127s, 367.46MB
0.01905044s, 0.00783406s, 0.00021468s, 0.01100169s, 367.46MB
0.01736731s, 0.00665799s, 0.00019871s, 0.01051060s, 367.46MB
0.01989207s, 0.00728522s, 0.00019152s, 0.01241534s, 367.46MB
0.02026012s, 0.00683192s, 0.00011307s, 0.01331513s, 367.46MB
0.02209936s, 0.00857567s, 0.00028404s, 0.01323964s, 367.46MB
0.01972271s, 0.00891291s, 0.00019357s, 0.01061622s, 368.50MB
0.01632713s, 0.00553885s, 0.00013229s, 0.01065600s, 368.50MB
0.02270171s, 0.00848971s, 0.00025423s, 0.01395778s, 368.50MB
0.02098196s, 0.00794592s, 0.00021094s, 0.01282510s, 369.79MB
0.01910010s, 0.00750664s, 0.00020811s, 0.01138535s, 369.79MB
0.02155541s, 0.00827739s, 0.00020400s, 0.01307401s, 369.79MB
0.02201130s, 0.00898872s, 0.00028541s, 0.01273716s, 369.79MB
0.02124931s, 0.00866287s, 0.00010191s, 0.01248454s, 369.79MB
0.02515651s, 0.00874359s, 0.00022092s, 0.01619200s, 369.79MB
0.02198985s, 0.00673849s, 0.00022968s, 0.01502168s, 369.79MB
0.02362067s, 0.00802204s, 0.00022021s, 0.01537843s, 369.79MB
0.02370060s, 0.00853473s, 0.00027826s, 0.01488761s, 369.79MB
0.02023759s, 0.00731218s, 0.00021516s, 0.01271025s, 369.79MB
0.02337695s, 0.00705917s, 0.00020291s, 0.01611486s, 369.79MB
0.02283355s, 0.00862732s, 0.00025568s, 0.01395055s, 369.79MB
0.02086538s, 0.00719367s, 0.00026954s, 0.01340218s, 369.79MB
0.01961428s, 0.00761355s, 0.00012935s, 0.01187137s, 369.79MB
0.01524344s, 0.00367759s, 0.00012895s, 0.01143690s, 369.79MB
0.01783205s, 0.00526155s, 0.00010626s, 0.01246424s, 369.79MB
0.02403163s, 0.00803562s, 0.00020555s, 0.01579047s, 369.79MB
0.02410260s, 0.00827415s, 0.00022709s, 0.01560135s, 369.79MB
0.02269111s, 0.00928599s, 0.00016070s, 0.01324442s, 369.79MB
0.02327821s, 0.00894065s, 0.00020934s, 0.01412821s, 369.79MB
0.02217236s, 0.00961517s, 0.00009406s, 0.01246314s, 369.79MB
0.02181705s, 0.00880698s, 0.00009400s, 0.01291607s, 369.79MB
0.02093821s, 0.00620842s, 0.00014866s, 0.01458113s, 369.79MB
0.01966568s, 0.00568538s, 0.00024706s, 0.01373324s, 369.79MB
0.02346173s, 0.00739465s, 0.00019114s, 0.01587594s, 369.79MB
0.02311442s, 0.00852543s, 0.00022771s, 0.01436128s, 369.79MB
0.02091752s, 0.00844640s, 0.00009763s, 0.01237349s, 369.79MB
0.01867009s, 0.00741219s, 0.00012034s, 0.01113756s, 369.79MB
0.01834309s, 0.00629165s, 0.00010969s, 0.01194176s, 369.79MB
0.02323533s, 0.00678408s, 0.00015056s, 0.01630069s, 369.79MB
0.02241549s, 0.00714067s, 0.00016322s, 0.01511160s, 369.79MB
0.02038678s, 0.00736109s, 0.00020496s, 0.01282073s, 369.79MB
0.02185545s, 0.00832905s, 0.00019657s, 0.01332983s, 369.79MB
0.02254720s, 0.00832184s, 0.00023801s, 0.01398735s, 369.79MB
0.02052543s, 0.00783492s, 0.00029862s, 0.01239189s, 369.79MB
0.02352236s, 0.00859848s, 0.00022031s, 0.01470357s, 369.79MB
0.02120842s, 0.00865027s, 0.00024316s, 0.01231498s, 369.79MB
0.02045065s, 0.00806806s, 0.00021746s, 0.01216513s, 369.79MB
0.02278157s, 0.00459099s, 0.00022372s, 0.01796686s, 369.79MB
0.02479844s, 0.00809790s, 0.00020123s, 0.01649931s, 369.79MB
0.01996260s, 0.00724193s, 0.00023209s, 0.01248858s, 369.79MB
0.02033428s, 0.00765692s, 0.00013744s, 0.01253992s, 369.79MB
0.02181613s, 0.00849823s, 0.00019247s, 0.01312543s, 369.79MB
0.02315602s, 0.00899234s, 0.00025935s, 0.01390432s, 369.79MB
0.02298980s, 0.00873259s, 0.00011576s, 0.01414146s, 369.79MB
0.02305807s, 0.00896276s, 0.00022115s, 0.01387416s, 369.79MB
0.01752795s, 0.00450389s, 0.00012714s, 0.01289692s, 369.79MB
